Concept Code,Lot Number,Tradename Picklist Term,DIN,Review Date,Expiry
7401000087106,KV6452B1,Dukoral® (Chol-Ecol-O),2247208,12/13/2016,08/31/2019
7401000087106,KV6456A1,Dukoral® (Chol-Ecol-O),2247208,02/07/2017,09/30/2019
7401000087106,KV6456B1,Dukoral® (Chol-Ecol-O),2247208,03/01/2017,09/30/2019
7041000087104,A72CA892A,Hiberix® (Hib),2239200,03/27/2015,02/28/2017
7041000087104,A72CA929A,Hiberix® (Hib),2239200,06/06/2016,10/31/2018
7041000087104,A72CA954A,Hiberix® (Hib),2239200,02/01/2017,04/30/2019
7361000087100,L0269,Imovax® Polio (IPV),1959042,05/29/2015,08/31/2017
7361000087100,K0195-1,Imovax® Polio (IPV),1959042,06/01/2015,04/30/2016
7361000087100,L0269-1,Imovax® Polio (IPV),1959042,09/03/2015,08/31/2017
7361000087100,N1B56,Imovax® Polio (IPV),1959042,10/27/2016,02/28/2019
7461000087105,AC20B328AA,Infanrix®-IPV (DTaP-IPV),2241284,05/19/2015,09/30/2017
7461000087105,AC20B328AB,Infanrix®-IPV (DTaP-IPV),2241284,05/19/2015,09/30/2017
7461000087105,AC20B328AC,Infanrix®-IPV (DTaP-IPV),2241284,08/31/2015,09/30/2017
7451000087107,A21CC521A,Infanrix® hexa (DTaP-HB-IPV-Hib),2253852,06/05/2015,04/30/2017
7451000087107,A21CC469A,Infanrix® hexa (DTaP-HB-IPV-Hib),2253852,06/05/2015,04/30/2017
7451000087107,A21CC555A,Infanrix® hexa (DTaP-HB-IPV-Hib),2253852,09/16/2015,04/30/2017
7451000087107,A21CC635A,Infanrix® hexa (DTaP-HB-IPV-Hib),2253852,11/25/2015,02/28/2018
7451000087107,A21CC635B,Infanrix® hexa (DTaP-HB-IPV-Hib),2253852,11/26/2015,02/28/2018
7451000087107,A21CC638A,Infanrix® hexa (DTaP-HB-IPV-Hib),2253852,12/03/2015,02/28/2018
7451000087107,A21CC637A,Infanrix® hexa (DTaP-HB-IPV-Hib),2253852,12/04/2015,02/28/2018
7451000087107,A21CC763A,Infanrix® hexa (DTaP-HB-IPV-Hib),2253852,04/04/2016,02/28/2018
7451000087107,A21CC786A,Infanrix® hexa (DTaP-HB-IPV-Hib),2253852,06/08/2016,08/31/2018
7451000087107,A21CC788A,Infanrix® hexa (DTaP-HB-IPV-Hib),2253852,06/08/2016,08/31/2018
7451000087107,A21CC828A,Infanrix® hexa (DTaP-HB-IPV-Hib),2253852,09/07/2016,08/31/2018
7451000087107,A21CC829A,Infanrix® hexa (DTaP-HB-IPV-Hib),2253852,09/20/2016,08/31/2018
7451000087107,A21CC870A,Infanrix® hexa (DTaP-HB-IPV-Hib),2253852,10/11/2016,08/31/2018
7451000087107,A21CC900A,Infanrix® hexa (DTaP-HB-IPV-Hib),2253852,11/04/2016,08/31/2018
7451000087107,A21CC901A,Infanrix® hexa (DTaP-HB-IPV-Hib),2253852,11/04/2016,08/31/2018
7451000087107,A21CC937A,Infanrix® hexa (DTaP-HB-IPV-Hib),2253852,01/12/2017,02/28/2019
7451000087107,A21CC936A,Infanrix® hexa (DTaP-HB-IPV-Hib),2253852,01/12/2017,02/28/2019
7451000087107,A21CC941A,Infanrix® hexa (DTaP-HB-IPV-Hib),2253852,01/12/2017,02/28/2019
7451000087107,A21CC957A,Infanrix® hexa (DTaP-HB-IPV-Hib),2253852,01/26/2017,02/28/2019
7451000087107,A21CC989A,Infanrix® hexa (DTaP-HB-IPV-Hib),2253852,03/09/2017,02/28/2019
7451000087107,A21CC990A,Infanrix® hexa (DTaP-HB-IPV-Hib),2253852,03/09/2017,02/28/2019
7501000087105,A20CB262A,Infanrix®-IPV/Hib (DTaP-IPV-Hib),2257122,05/20/2015,05/31/2017
7501000087105,A20CB261A,Infanrix®-IPV/Hib (DTaP-IPV-Hib),2257122,05/20/2015,05/31/2017
7501000087105,A20CB276A,Infanrix®-IPV/Hib (DTaP-IPV-Hib),2257122,05/22/2015,09/30/2017
7501000087105,A20CB281A,Infanrix®-IPV/Hib (DTaP-IPV-Hib),2257122,05/27/2015,05/31/2017
7501000087105,A20CB335A,Infanrix®-IPV/Hib (DTaP-IPV-Hib),2257122,12/24/2015,09/30/2017
7501000087105,A20CB353A,Infanrix®-IPV/Hib (DTaP-IPV-Hib),2257122,06/30/2016,01/31/2018
,UH553A,MENOMUNE - A/C/Y/W-135,1959018,01/12/2015,02/10/2015
,UH553AB,MENOMUNE - A/C/Y/W-135,1959018,02/17/2015,01/14/2016
,UI037AC,MENOMUNE - A/C/Y/W-135,1959018,08/15/2016,09/24/2016
7131000087109,U4922AH,Menactra® (Men-C-ACYW-135),2279924,02/02/2015,06/09/2016
7131000087109,U5103B,Menactra® (Men-C-ACYW-135),2279924,02/13/2015,11/17/2016
7131000087109,U5171BD,Menactra® (Men-C-ACYW-135),2279924,03/06/2015,12/20/2016
7131000087109,U5103BG,Menactra® (Men-C-ACYW-135),2279924,04/07/2015,11/17/2016
7131000087109,U5188AC,Menactra® (Men-C-ACYW-135),2279924,06/19/2015,03/18/2017
7131000087109,U5103bh,Menactra® (Men-C-ACYW-135),2279924,11/05/2015,11/17/2016
7131000087109,U5273AD,Menactra® (Men-C-ACYW-135),2279924,01/25/2016,05/26/2017
7131000087109,U5343AC,Menactra® (Men-C-ACYW-135),2279924,01/26/2016,08/10/2017
7131000087109,U5391AD,Menactra® (Men-C-ACYW-135),2279924,06/16/2016,09/15/2017
7131000087109,U5506AA,Menactra® (Men-C-ACYW-135),2279924,07/28/2016,02/08/2018
7131000087109,U5465AE,Menactra® (Men-C-ACYW-135),2279924,07/28/2016,01/27/2018
7131000087109,U5538AF,Menactra® (Men-C-ACYW-135),2279924,11/16/2016,04/23/2018
7071000087107,982011A,MENJUGATE® (Men-C-C),2243820,02/18/2015,01/31/2017
7071000087107,984011,MENJUGATE® (Men-C-C),2243820,02/18/2015,01/31/2017
7071000087107,981011C,MENJUGATE® (Men-C-C),2243820,03/11/2015,01/31/2017
7071000087107,963011A,MENJUGATE® (Men-C-C),2243820,03/11/2015,12/31/2016
7071000087107,988011,MENJUGATE® (Men-C-C),2243820,03/11/2015,01/31/2017
7071000087107,979011D,MENJUGATE® (Men-C-C),2243820,03/11/2015,01/31/2017
21691000087104,153901,MENJUGATE® Liquid(Men-C-C),2440709,09/02/2015,03/31/2018
21691000087104,150101,MENJUGATE® Liquid(Men-C-C),2440709,09/02/2015,01/31/2018
21691000087104,154001,MENJUGATE® Liquid(Men-C-C),2440709,09/15/2015,03/31/2018
21691000087104,154901,MENJUGATE® Liquid(Men-C-C),2440709,02/05/2016,09/30/2018
21691000087104,154901D,MENJUGATE® Liquid(Men-C-C),2440709,03/22/2016,09/30/2018
21691000087104,154901C,MENJUGATE® Liquid(Men-C-C),2440709,03/22/2016,09/30/2018
21691000087104,156001,MENJUGATE® Liquid(Men-C-C),2440709,03/23/2016,10/31/2018
21691000087104,155001A,MENJUGATE® Liquid(Men-C-C),2440709,05/30/2016,09/30/2018
21691000087104,157001A,MENJUGATE® Liquid(Men-C-C),2440709,06/17/2016,11/30/2018
21691000087104,167501,MENJUGATE® Liquid(Men-C-C),2440709,06/28/2016,01/31/2019
21691000087104,167801,MENJUGATE® Liquid(Men-C-C),2440709,07/07/2016,01/31/2019
7141000087103,M15012,Menveo® (Men-C-ACYW-135),2347393,03/31/2015,05/31/2017
7141000087103,M15013,Menveo® (Men-C-ACYW-135),2347393,03/31/2015,05/31/2017
7141000087103,M15022,Menveo® (Men-C-ACYW-135),2347393,04/13/2015,05/31/2017
7141000087103,M15052,Menveo® (Men-C-ACYW-135),2347393,07/21/2015,07/31/2017
7141000087103,M15142,Menveo® (Men-C-ACYW-135),2347393,01/07/2016,07/30/2017
7141000087103,M16001,Menveo® (Men-C-ACYW-135),2347393,06/14/2016,10/31/2017
7141000087103,M16007,Menveo® (Men-C-ACYW-135),2347393,06/14/2016,03/31/2018
7141000087103,M16035,Menveo® (Men-C-ACYW-135),2347393,06/27/2016,01/31/2018
7141000087103,M16072,Menveo® (Men-C-ACYW-135),2347393,10/12/2016,07/31/2018
7141000087103,M16120,Menveo® (Men-C-ACYW-135),2347393,03/01/2017,07/31/2018
7081000087109,VNS1P11B-AA,NeisVac-C® (Men-C-C),2245057,02/24/2015,05/31/2018
7081000087109,VNS1Q05A-AA,NeisVac-C® (Men-C-C),2245057,08/05/2015,07/31/2018
7081000087109,VNS1Q11B-AC,NeisVac-C® (Men-C-C),2245057,01/15/2016,01/31/2019
7081000087109,VNS1R03C,NeisVac-C® (Men-C-C),2245057,07/25/2016,07/31/2019
7081000087109,VNS1R04EAA,NeisVac-C® (Men-C-C),2245057,10/04/2016,09/30/2019
7081000087109,VNS1R06EAB,NeisVac-C® (Men-C-C),2245057,12/20/2016,10/31/2019
19351000087108,A90CA115B,Nimenrix® (Men-C-ACYW-135),2402904,06/26/2015,10/31/2016
19351000087108,A90CA122C,Nimenrix® (Men-C-ACYW-135),2402904,06/26/2015,03/31/2017
19351000087108,A90CA247A,Nimenrix® (Men-C-ACYW-135),2402904,08/12/2016,08/31/2018
7521000087104,C4720A,Pediacel® (DTaP-IPV-Hib),2243167,03/02/2015,03/31/2017
7521000087104,C4732A,Pediacel® (DTaP-IPV-Hib),2243167,03/13/2015,04/30/2017
7521000087104,C4777A,Pediacel® (DTaP-IPV-Hib),2243167,04/02/2015,06/30/2017
7521000087104,C4738A,Pediacel® (DTaP-IPV-Hib),2243167,05/14/2015,04/30/2017
7521000087104,C4764A,Pediacel® (DTaP-IPV-Hib),2243167,05/29/2015,06/30/2017
7521000087104,C4764B,Pediacel® (DTaP-IPV-Hib),2243167,05/29/2015,06/30/2017
7521000087104,C4720AA,Pediacel® (DTaP-IPV-Hib),2243167,06/09/2015,03/21/2017
7521000087104,C4606A,Pediacel® (DTaP-IPV-Hib),2243167,06/30/2015,08/31/2016
7521000087104,C4738AA,Pediacel® (DTaP-IPV-Hib),2243167,09/03/2015,04/30/2017
7521000087104,J0569,Pediacel® (DTaP-IPV-Hib),2243167,03/07/2016,08/31/2016
7521000087104,J0570,Pediacel® (DTaP-IPV-Hib),2243167,03/07/2016,08/31/2016
7521000087104,C4868A,Pediacel® (DTaP-IPV-Hib),2243167,03/08/2016,10/31/2017
7521000087104,C4790A,Pediacel® (DTaP-IPV-Hib),2243167,03/10/2016,07/31/2017
7521000087104,C4950A,Pediacel® (DTaP-IPV-Hib),2243167,04/28/2016,02/28/2018
7521000087104,C5045A,Pediacel® (DTaP-IPV-Hib),2243167,06/09/2016,08/31/2018
7521000087104,C5073A,Pediacel® (DTaP-IPV-Hib),2243167,07/15/2016,09/30/2018
7521000087104,C4868AA,Pediacel® (DTaP-IPV-Hib),2243167,07/25/2016,10/31/2017
7521000087104,C4764AA,Pediacel® (DTaP-IPV-Hib),2243167,07/25/2016,06/30/2017
7521000087104,C4764BA,Pediacel® (DTaP-IPV-Hib),2243167,07/25/2016,06/30/2017
7521000087104,C5094A,Pediacel® (DTaP-IPV-Hib),2243167,09/13/2016,10/31/2018
7521000087104,C5045AA,Pediacel® (DTaP-IPV-Hib),2243167,09/20/2016,08/31/2018
7521000087104,C5172A,Pediacel® (DTaP-IPV-Hib),2243167,11/30/2016,03/31/2019
7521000087104,C5094AA,Pediacel® (DTaP-IPV-Hib),2243167,01/12/2017,10/31/2018
7521000087104,C5185B,Pediacel® (DTaP-IPV-Hib),2243167,01/19/2017,03/31/2019
7521000087104,C5218A,Pediacel® (DTaP-IPV-Hib),2243167,02/13/2017,05/31/2019
7521000087104,C5231A,Pediacel® (DTaP-IPV-Hib),2243167,03/16/2017,06/30/2019
7511000087107,C4707AB,Pentacel® (DTaP-IPV-Hib),2231343,06/09/2015,03/21/2017
7641000087107,L000885,Pneumovax® 23 (Pneu-P-23),431648,02/13/2015,07/30/2016
7641000087107,L000876,Pneumovax® 23 (Pneu-P-23),431648,03/03/2015,07/30/2016
7641000087107,L012025,Pneumovax® 23 (Pneu-P-23),431648,05/12/2015,01/07/2017
7641000087107,L010510,Pneumovax® 23 (Pneu-P-23),431648,05/12/2015,11/18/2016
7641000087107,L010489,Pneumovax® 23 (Pneu-P-23),431648,05/12/2015,11/18/2016
7641000087107,L017153,Pneumovax® 23 (Pneu-P-23),431648,06/24/2015,02/01/2017
7641000087107,L017156,Pneumovax® 23 (Pneu-P-23),431648,06/24/2015,02/23/2017
7641000087107,L023054,Pneumovax® 23 (Pneu-P-23),431648,07/27/2015,02/23/2017
7641000087107,L028288,Pneumovax® 23 (Pneu-P-23),431648,09/18/2015,05/10/2017
7641000087107,L036999,Pneumovax® 23 (Pneu-P-23),431648,11/12/2015,05/10/2017
7641000087107,M015967,Pneumovax® 23 (Pneu-P-23),431648,05/06/2016,08/04/2017
7641000087107,M017088,Pneumovax® 23 (Pneu-P-23),431648,05/06/2016,08/04/2017
7641000087107,M020075,Pneumovax® 23 (Pneu-P-23),431648,05/30/2016,08/04/2017
7641000087107,M034695,Pneumovax® 23 (Pneu-P-23),431648,08/16/2016,04/01/2018
7641000087107,M034696,Pneumovax® 23 (Pneu-P-23),431648,08/24/2016,04/01/2018
7641000087107,M034697,Pneumovax® 23 (Pneu-P-23),431648,08/24/2016,04/01/2018
7641000087107,M034698,Pneumovax® 23 (Pneu-P-23),431648,08/24/2016,04/01/2018
7641000087107,M036060,Pneumovax® 23 (Pneu-P-23),431648,09/26/2016,05/16/2018
7641000087107,M035579,Pneumovax® 23 (Pneu-P-23),431648,09/26/2016,05/16/2018
7641000087107,N001005,Pneumovax® 23 (Pneu-P-23),431648,02/07/2017,10/16/2018
7641000087107,N000676,Pneumovax® 23 (Pneu-P-23),431648,02/07/2017,10/16/2018
7641000087107,N000325,Pneumovax® 23 (Pneu-P-23),431648,02/07/2017,10/16/2018
7641000087107,N000675,Pneumovax® 23 (Pneu-P-23),431648,02/07/2017,10/16/2018
7641000087107,N001537,Pneumovax® 23 (Pneu-P-23),431648,02/23/2017,09/14/2018
7681000087102,J66256,Prevnar® 13 (Pneu-C-13),2335204,01/19/2015,07/31/2017
